setting,method,lambda,run,round,rpe1_alignment,model_alignment,source
full,full_l1,1.0,3,2,0.18260034918785095,0.8360053300857544,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run3_Core-Set_diff_effect_round2_state.pkl
full,full_l1,1.0,3,3,0.1831720918416977,0.8549875617027283,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run3_Core-Set_diff_effect_round3_state.pkl
full,full_l1,1.0,3,4,0.20085321366786957,0.8760030269622803,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run3_Core-Set_diff_effect_round4_state.pkl
full,full_l1,1.0,3,5,0.20542770624160767,0.8578760027885437,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run3_Core-Set_diff_effect_round5_state.pkl
full,full_clean,0.0,1,1,0.45124492049217224,0.8177425861358643,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.0_run1_Core-Set_diff_effect_round1_state.pkl
full,full_clean,0.0,1,2,0.5173201560974121,0.8551077842712402,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.0_run1_Core-Set_diff_effect_round2_state.pkl
full,full_clean,0.0,1,3,0.5406314134597778,0.827966034412384,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.0_run1_Core-Set_diff_effect_round3_state.pkl
full,full_clean,0.0,1,4,0.5501211881637573,0.8656712770462036,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.0_run1_Core-Set_diff_effect_round4_state.pkl
full,full_clean,0.0,1,5,0.5449051260948181,0.8790915608406067,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.0_run1_Core-Set_diff_effect_round5_state.pkl
full,full_clean,0.0,1,1,0.45124492049217224,0.8168730139732361,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.25_run1_Core-Set_diff_effect_round1_state.pkl
full,full_clean,0.0,1,2,0.5401275157928467,0.8357894420623779,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.25_run1_Core-Set_diff_effect_round2_state.pkl
full,full_clean,0.0,1,3,0.5566474795341492,0.8700372576713562,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.25_run1_Core-Set_diff_effect_round3_state.pkl
full,full_clean,0.0,1,4,0.5611774325370789,0.8887230753898621,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.25_run1_Core-Set_diff_effect_round4_state.pkl
full,full_clean,0.0,1,5,0.5594027042388916,0.8675576448440552,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.25_run1_Core-Set_diff_effect_round5_state.pkl
full,full_clean,0.0,1,1,0.45124492049217224,0.8171442747116089,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round1_state.pkl
full,full_clean,0.0,1,2,0.5543268322944641,0.844854474067688,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round2_state.pkl
full,full_clean,0.0,1,3,0.5648345351219177,0.8922114372253418,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round3_state.pkl
full,full_clean,0.0,1,4,0.5671706795692444,0.890170693397522,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round4_state.pkl
full,full_clean,0.0,1,5,0.5822879076004028,0.8839660882949829,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round5_state.pkl
full,full_clean,0.0,2,1,0.45124492049217224,0.8025826811790466,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run2_Core-Set_diff_effect_round1_state.pkl
full,full_clean,0.0,2,2,0.5157459378242493,0.855559229850769,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run2_Core-Set_diff_effect_round2_state.pkl
full,full_clean,0.0,2,3,0.5433354377746582,0.8581207990646362,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run2_Core-Set_diff_effect_round3_state.pkl
full,full_clean,0.0,2,4,0.5607607364654541,0.878759503364563,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run2_Core-Set_diff_effect_round4_state.pkl
full,full_clean,0.0,2,5,0.5520166754722595,0.8538974523544312,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run2_Core-Set_diff_effect_round5_state.pkl
full,full_clean,0.0,3,1,0.45124492049217224,0.8093925714492798,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run3_Core-Set_diff_effect_round1_state.pkl
full,full_clean,0.0,3,2,0.5256772041320801,0.8850235342979431,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run3_Core-Set_diff_effect_round2_state.pkl
full,full_clean,0.0,3,3,0.5509565472602844,0.8591102361679077,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run3_Core-Set_diff_effect_round3_state.pkl
full,full_clean,0.0,3,4,0.5773249268531799,0.8716456890106201,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run3_Core-Set_diff_effect_round4_state.pkl
full,full_clean,0.0,3,5,0.5704802870750427,0.8439222574234009,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run3_Core-Set_diff_effect_round5_state.pkl
full,full_clean,0.0,4,1,0.45124492049217224,0.8210772275924683,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run4_Core-Set_diff_effect_round1_state.pkl
full,full_clean,0.0,4,2,0.5334033966064453,0.8724935054779053,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run4_Core-Set_diff_effect_round2_state.pkl
full,full_clean,0.0,4,3,0.5613875985145569,0.89864182472229,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run4_Core-Set_diff_effect_round3_state.pkl
full,full_clean,0.0,4,4,0.5638713240623474,0.8671621680259705,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run4_Core-Set_diff_effect_round4_state.pkl
full,full_clean,0.0,4,5,0.5635965466499329,0.8599405884742737,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run4_Core-Set_diff_effect_round5_state.pkl
full,full_clean,0.0,5,1,0.45124492049217224,0.8241969347000122,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run5_Core-Set_diff_effect_round1_state.pkl
full,full_clean,0.0,5,2,0.5452502369880676,0.8856262564659119,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run5_Core-Set_diff_effect_round2_state.pkl
