run,round,n_labeled,perm_seed,signal,z0,z05,z1,d_z_0_05,d_z_0_1,d_z_05_1,ordered_0_gt_05_gt_1
2,4,400,20260827,cons,0.4480394214446121,0.4840692135510385,0.36264521316488146,-0.03602979210642637,0.08539420827973065,0.12142400038615703,False
2,4,400,20260827,cons_full,0.4247763974251374,0.48840922606165904,0.3820972989531789,-0.06363282863652164,0.0426790984719585,0.10631192710848014,False
2,4,400,20260827,loc,0.10675000000000001,0.09149999999999998,0.02475,0.015250000000000027,0.08200000000000002,0.06674999999999998,True
2,4,400,20260827,obs,0.5567676950053745,0.4999294787377899,0.25271422052881287,0.05683821626758456,0.3040534744765616,0.24721525820897705,True
2,4,400,20260827,pm,0.6029592805019977,0.5498749030137686,0.29017840372451587,0.05308437748822903,0.3127808767774818,0.25969649928925276,True
2,4,400,20260828,cons,0.4480394214446121,0.4800401715997477,0.3458681816794484,-0.03200075015513559,0.10217123976516373,0.13417198992029933,False
2,4,400,20260828,cons_full,0.4247763974251374,0.4862838912347319,0.3757072454817988,-0.06150749380959453,0.04906915194333861,0.11057664575293313,False
2,4,400,20260828,loc,0.10675000000000001,0.08125,0.0225,0.02550000000000001,0.08425000000000002,0.058750000000000004,True
2,4,400,20260828,obs,0.5567676950053745,0.4877277378913784,0.218008293722761,0.06903995711399608,0.3387594012826135,0.2697194441686174,True
2,4,400,20260828,pm,0.6029592805019977,0.5456218353171829,0.27002353008901,0.05733744518481476,0.3329357504129877,0.2755983052281729,True
2,4,400,20260829,cons,0.4480394214446121,0.4764142050700905,0.3528632190534474,-0.028374783625478406,0.0951762023911647,0.1235509860166431,False
2,4,400,20260829,cons_full,0.4247763974251374,0.48676591304599104,0.3809076724890633,-0.06198951562085364,0.04386872493607408,0.10585824055692772,False
2,4,400,20260829,loc,0.10675000000000001,0.1,0.03625,0.006750000000000006,0.07050000000000001,0.06375,True
2,4,400,20260829,obs,0.5567676950053745,0.5026262363682196,0.260643098098013,0.054141458637154916,0.2961245969073615,0.24198313827020657,True
2,4,400,20260829,pm,0.6029592805019977,0.5573929740745592,0.3082616636652697,0.04556630642743842,0.29469761683672796,0.24913131040928954,True
2,4,400,20260830,cons,0.4480394214446121,0.4791961571005085,0.36109430128650055,-0.031156735655896384,0.08694512015811157,0.11810185581400795,False
2,4,400,20260830,cons_full,0.4247763974251374,0.48657164465559405,0.38149618633728666,-0.06179524723045665,0.04328021108785074,0.10507545831830739,False
2,4,400,20260830,loc,0.10675000000000001,0.085,0.021750000000000002,0.021750000000000005,0.085,0.06325,True
2,4,400,20260830,obs,0.5567676950053745,0.4874311465860742,0.2426385331438041,0.06933654841930026,0.31412916186157036,0.24479261344227013,True
2,4,400,20260830,pm,0.6029592805019977,0.5360021457339272,0.27827806449473796,0.06695713476807041,0.3246812160072597,0.2577240812391893,True
2,5,500,20260826,cons,0.4477476237993057,0.48748651873863,0.3659517756155907,-0.03973889493932431,0.08179584818371499,0.1215347431230393,False
2,5,500,20260826,cons_full,0.4247763974251374,0.4876488217304923,0.37825947758197226,-0.06287242430535489,0.04651691984316514,0.10938934414852003,False
2,5,500,20260826,loc,0.1044,0.0864,0.009,0.018000000000000002,0.09540000000000001,0.07740000000000001,True
2,5,500,20260826,obs,0.5489063799437293,0.47901027073559393,0.22415595337094624,0.06989610920813533,0.324750426572783,0.2548543173646477,True
2,5,500,20260826,pm,,,,,,,False
2,5,500,20260827,cons,0.4477476237993057,0.4830552742286186,0.3629441014846823,-0.03530765042931289,0.0848035223146234,0.12011117274393629,False
2,5,500,20260827,cons_full,0.4247763974251374,0.48840922606165904,0.3820972989531789,-0.06363282863652164,0.0426790984719585,0.10631192710848014,False
2,5,500,20260827,loc,0.1044,0.084,0.02,0.0204,0.0844,0.064,True
2,5,500,20260827,obs,0.5489063799437293,0.4910352451906891,0.25025464589454377,0.057871134753040177,0.2986517340491855,0.24078059929614531,True
2,5,500,20260827,pm,,,,,,,False
2,5,500,20260828,cons,0.4477476237993057,0.48215657763322156,0.345831677788186,-0.034408953833915845,0.1019159460111197,0.13632489984503554,False
2,5,500,20260828,cons_full,0.4247763974251374,0.4862838912347319,0.3757072454817988,-0.06150749380959453,0.04906915194333861,0.11057664575293313,False
2,5,500,20260828,loc,0.1044,0.0696,0.014600000000000002,0.03480000000000001,0.0898,0.05499999999999999,True
2,5,500,20260828,obs,0.5489063799437293,0.4788330791361594,0.20628700292286908,0.07007330080756985,0.3426193770208602,0.2725460762132903,True
2,5,500,20260828,pm,,,,,,,False
2,5,500,20260829,cons,0.4477476237993057,0.4812006112765376,0.35596196159618276,-0.03345298747723191,0.09178566220312295,0.12523864968035486,False
2,5,500,20260829,cons_full,0.4247763974251374,0.48676591304599104,0.3809076724890633,-0.06198951562085364,0.04386872493607408,0.10585824055692772,False
